gene_accession,A_B1_alignment_dedup,PT010H2T0_alignment_dedup,A_P1_alignment_dedup,A_P2_alignment_dedup,A_B2_alignment_dedup,UK034D1T0_alignment_dedup,PT131D1T0_alignment_dedup,UK020D1T0_alignment_dedup,UK008H1T0_alignment_dedup,A_H2_alignment_dedup,A_H1_alignment_dedup
MEG_4314|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,402.0,0,0,0,2880.0,0,0,0,0,0,0
MEG_7072|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE,0,0,0,0,0,0,0,0,0,14.0,39.0
MEG_3078|Biocides|Acid_resistance|Acid_resistance_protein|GADB,2303.0,1312.0,2068.0,2609.0,1724.0,517.0,2308.0,2504.0,2314.0,59.0,86.0
MEG_3612|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUE,0,0,0,5.0,0,0,0,0,110.0,0,0
MEG_2844|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,927.0,0,160.0,99.0,842.0,0,0,0,0,0,0
MEG_1703|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|CHR,0,0,0,0,0,0,0,0,0,86.0,0
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,3467.0,1689.0,3663.0,3628.0,3463.0,0,0,0,3621.0,111.0,142.0
MEG_804|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,85.0,53.0,19.0,0,40.0,0,0,22.0,45.0
MEG_2551|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,0,0,0,148.0,0,0,204.0,0,0,0,0
MEG_8398|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,490.0,554.0
MEG_6591|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,380.0,0,0,335.0,656.0,0,0,0,0,840.0,832.0
MEG_2451|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSF,603.0,439.0,596.0,608.0,557.0,132.0,597.0,594.0,572.0,36.0,27.0
MEG_6807|Drugs|betalactams|Class_A_betalactamases|TEM,159.0,0,71.0,241.0,22.0,0,571.0,0,0,0,0
MEG_7159|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3484.0,3416.0,3548.0,3506.0,3513.0,3301.0,3205.0,1937.0,3379.0,771.0,1215.0
MEG_3850|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,0,0,0,0,17.0
MEG_5160|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,1080.0,1104.0
MEG_818|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,119.0,115.0
MEG_3197|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,683.0,683.0
MEG_917|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,462.0,586.0
MEG_759|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,277.0,373.0
MEG_2800|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,15.0,0,397.0,348.0,37.0,0,0,0,0,0,6.0
MEG_811|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,21.0,18.0,11.0,0,0,0,0,0,104.0
MEG_863|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,53.0,37.0,0,0,0,0,0,119.0,67.0
MEG_7347|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,0,52.0,0,0,0,0,0,0,0,0,0
MEG_4309|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,269.0,0,0,0,2153.0,0,0,0,0,0,0
MEG_1154|Metals|Arsenic_resistance|Arsenic_resistance_protein|ARSC,130.0,0,308.0,491.0,251.0,10.0,100.0,0,0,26.0,31.0
MEG_6941|Drugs|betalactams|Class_A_betalactamases|TEM,130.0,0,0,254.0,0,0,614.0,0,0,0,0
MEG_4290|Drugs|betalactams|Mutant_porin_proteins|OMPR,0,0,0,0,0,0,0,0,0,408.0,405.0
MEG_5810|Drugs|betalactams|Class_A_betalactamases|PSE,0,0,0,0,0,0,0,0,0,0,8.0
MEG_1466|Biocides|Polyamine_resistance|Spermine/spermidine_acetyltransferase|BLTD,0,0,0,0,10.0,0,0,0,0,0,0
MEG_7038|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,943.0,55.0,949.0,1258.0,308.0,0,0,0,0,0,0
MEG_8669|Drugs|betalactams|Class_A_betalactamases|ROB,19.0,0,0,26.0,15.0,0,0,0,0,0,0
MEG_409|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRF,5382.0,3558.0,5172.0,6095.0,4236.0,1249.0,5834.0,6002.0,5631.0,206.0,224.0
MEG_1070|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,0,0,0,0,0,0,0,0,12.0,23.0
MEG_4749|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,20.0,20.0
MEG_2440|Metals|Copper_resistance|Copper_resistance_protein|CUEO,2930.0,2019.0,2887.0,3012.0,2713.0,831.0,2933.0,2892.0,2753.0,155.0,168.0
MEG_7202|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT,2793.0,0,372.0,689.0,3479.0,0,0,0,0,54.0,191.0
MEG_5776|Drugs|Lipopeptides|Lipid_A_phosphatase|PGBB,0,0,0,0,0,177.0,0,0,0,0,0
MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,736.0,0,0,0,0,0,530.0,676.0
MEG_86|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,525.0,0,0,0,0,235.0,0,111.0,0,0
MEG_7020|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,264.0,0,425.0,1185.0,482.0,0,205.0,0,0,62.0,83.0
MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,0,0,0,0,0,0,0,0,928.0,950.0
MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,959.0,657.0,1028.0,1028.0,932.0,42.0,31.0,0,170.0,86.0,158.0
MEG_7474|Drugs|Glycopeptides|VanC-type_regulator|VANRC,0,14.0,0,0,0,0,0,0,0,0,0
MEG_787|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,379.0,378.0
MEG_3235|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,151.0,0,0,0,0,0,0
MEG_7393|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,0,95.0,118.0,0,0,0,0,0,0,50.0
MEG_4294|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH,0,72.0,0,0,0,0,0,0,0,0,0
MEG_5410|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA,0,0,0,0,0,0,0,0,0,0,383.0
MEG_2056|Metals|Copper_resistance|Copper_resistance_protein|COPF,0,0,0,0,0,0,0,0,0,776.0,729.0
MEG_8721|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|TOPR,0,0,0,0,0,0,0,0,0,140.0,129.0
MEG_406|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|ACRD,4394.0,3462.0,4180.0,5728.0,3116.0,899.0,5531.0,5854.0,5122.0,163.0,199.0
MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,579.0,579.0,0,0,0,0,0,0,0
MEG_828|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,101.0,0,0,0,0,0,0
MEG_400|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|ACRA,0,0,0,0,0,0,0,0,0,34.0,34.0
MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,24.0,0,107.0,290.0,37.0,0,0,0,0,0,6.0
MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation,849.0,0,281.0,787.0,1153.0,338.0,124.0,68.0,0,1493.0,1510.0
MEG_7233|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3370.0,3340.0,3472.0,3397.0,3407.0,2984.0,0,2571.0,3337.0,1532.0,1760.0
MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,1433.0,1074.0,1434.0,1454.0,1353.0,423.0,1426.0,1413.0,1366.0,88.0,120.0
MEG_7090|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,23.0,0,47.0,64.0,60.0,50.0,425.0,0,0,0,0
MEG_957|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,13.0,9.0,26.0,0,0,0,0,0,38.0,27.0
MEG_801|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,77.0,70.0,19.0,0,40.0,0,0,27.0,23.0
MEG_8445|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2643.0,1422.0,2213.0,3807.0,1952.0,296.0,3176.0,2759.0,2182.0,77.0,0
MEG_5822|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0,0,0,0,0,116.0,184.0,0,0,0,0
MEG_4980|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,35.0,57.0
MEG_7146|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1690.0,1161.0,2188.0,2340.0,2281.0,1937.0,1538.0,0,722.0,99.0,236.0
MEG_2020|Metals|Copper_resistance|Copper_resistance_protein|COPA,4148.0,2951.0,3821.0,4830.0,3153.0,1024.0,4602.0,4581.0,4214.0,135.0,162.0
MEG_888|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,15.0,42.0,40.0,21.0,0,0,0,0,247.0,264.0
MEG_3980|Drugs|MLS|Macrolide-resistant_23S_rRNA_mutation|MLS23S|RequiresSNPConfirmation,3282.0,1745.0,2581.0,2901.0,3783.0,2221.0,1180.0,745.0,0,3568.0,3532.0
MEG_6899|Drugs|betalactams|Class_A_betalactamases|TEM,0,118.0,0,0,0,82.0,298.0,18.0,49.0,0,0
MEG_2725|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRB,2348.0,1927.0,2152.0,2968.0,1648.0,634.0,2865.0,2985.0,2680.0,88.0,86.0
MEG_2654|Metals|Copper_resistance|Copper_resistance_protein|DNAK,0,0,0,0,756.0,0,0,0,0,999.0,978.0
MEG_925|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,1479.0,0,820.0,1249.0,1506.0,0,0,0,0,24.0,30.0
MEG_6881|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,90.0,0,0,416.0,0,0,0,0
MEG_6994|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,2351.0,2304.0,2360.0,2354.0,2355.0,2135.0,0,1834.0,2278.0,947.0,1193.0
MEG_6933|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,166.0,0,0,0,0
MEG_5378|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,53.0,0,0,0,0,0,0
MEG_3241|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,0,0,0,0,742.0,0,0,0,0,0,0
MEG_7230|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3313.0,3181.0,3474.0,3361.0,3335.0,1736.0,0,1666.0,3001.0,864.0,1039.0
MEG_2799|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,766.0,1202.0,1299.0,1236.0,831.0,50.0,13.0,0,326.0,424.0,653.0
MEG_6666|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,72.0,0,0,0,0
MEG_793|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,11.0,0,102.0,67.0,0,0,0,0,0,0,34.0
MEG_4061|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|MSBA,3312.0,2417.0,3277.0,3415.0,3007.0,889.0,3309.0,3377.0,3225.0,170.0,213.0
MEG_760|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,88.0,144.0
MEG_6908|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,111.0,0,0,0,0
MEG_922|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,43.0,42.0
MEG_6075|Drugs|betalactams|Class_A_betalactamases|ROB,0,0,25.0,41.0,0,0,0,0,0,0,0
MEG_776|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,35.0,24.0,0,0,44.0,0,0,23.0,24.0
MEG_1197|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS|RequiresSNPConfirmation,0,79.0,0,0,0,0,0,0,0,0,0
MEG_3227|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,763.0,691.0,1766.0,1924.0,432.0,122.0,2733.0,1770.0,1086.0,0,0
MEG_6578|Biocides|Multi-biocide_resistance|Multi-biocide_SMR_efflux_pump|SUGE,57.0,31.0,0,92.0,0,0,161.0,187.0,92.0,0,0
MEG_3884|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR,0,0,0,0,0,0,0,0,0,0,43.0
MEG_2833|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,463.0,904.0,613.0,586.0,875.0,23.0,0,0,708.0,1365.0,1404.0
MEG_7129|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,3247.0,1105.0,1243.0,1375.0,3380.0,0,1735.0,0,491.0,1185.0,1823.0
MEG_8667|Drugs|betalactams|Class_A_betalactamases|ROB,35.0,0,40.0,52.0,38.0,0,0,0,0,0,0
MEG_5334|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,208.0,219.0
MEG_4072|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRC,0,157.0,0,0,0,0,0,0,0,0,0
MEG_968|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,20.0,0,483.0,259.0,21.0,0,37.0,0,0,40.0,66.0
MEG_6654|Metals|Copper_resistance|Copper_resistance_protein|TCRZ,168.0,174.0,305.0,339.0,331.0,10.0,64.0,0,11.0,169.0,241.0
MEG_7243|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,1484.0,1512.0,1676.0,1720.0,1689.0,28.0,0,0,1391.0,223.0,356.0
MEG_1161|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSCM,120.0,0,197.0,192.0,0,0,0,101.0,0,0,15.0
MEG_1028|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,0,0,193.0,468.0,63.0,69.0,0,0,0,0,0
MEG_6603|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,0,0,0,302.0,0,0,0,0,521.0,474.0
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,3929.0,2887.0,3809.0,4046.0,3531.0,1038.0,3893.0,3950.0,3742.0,145.0,177.0
MEG_3885|Metals|Mercury_resistance|Mercury_resistance_regulator|MERR1,0,0,11.0,27.0,0,0,47.0,0,0,0,11.0
MEG_1769|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,0,0,0,0,0,0,0,24.0,32.0
MEG_43|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,9.0,16.0
MEG_2447|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CUSB,2286.0,1622.0,2257.0,2390.0,1977.0,709.0,2340.0,2389.0,2303.0,105.0,109.0
MEG_5842|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,3.0,0,23.0,127.0,0,0,0,0,0,244.0,252.0
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,1018.0,710.0,1005.0,1089.0,913.0,220.0,1043.0,1082.0,1017.0,96.0,128.0
MEG_1181|Biocides|Acid_resistance|Acid_resistance_protein|ASR,295.0,227.0,327.0,512.0,233.0,51.0,483.0,538.0,398.0,13.0,13.0
MEG_782|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,109.0,93.0
MEG_3094|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,102.0,79.0
MEG_869|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,60.0,46.0,7.0,0,0,0,0,115.0,106.0
MEG_4187|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMH,0,0,107.0,120.0,0,0,0,0,0,0,0
MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,1037.0,1049.0,1248.0,1223.0,1052.0,68.0,0,0,773.0,798.0,998.0
MEG_6964|Drugs|Tetracyclines|Tetracycline-resistant_16S_ribosomal_subunit_protein|TET16S|RequiresSNPConfirmation,1878.0,1853.0,1581.0,1634.0,1914.0,1479.0,1360.0,884.0,1656.0,2301.0,2293.0
MEG_7856|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUA,1511.0,975.0,1442.0,1712.0,1276.0,320.0,1585.0,1734.0,1477.0,96.0,88.0
MEG_4215|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|NPMA,0,279.0,313.0,79.0,0,0,0,0,0,0,0
MEG_7150|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,3486.0,3343.0,3572.0,3523.0,3506.0,3029.0,2302.0,2836.0,2852.0,741.0,1028.0
MEG_5832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACF,0,0,0,0,0,0,0,0,0,67.0,84.0
MEG_201|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,0,0,0,0,0,0,0,34.0,0
MEG_2923|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,204.0,0,0,0,54.0,0,214.0,0,0,57.0,55.0
MEG_7265|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,44.0,34.0,40.0,75.0,27.0,5.0,82.0,99.0,71.0,2.0,3.0
MEG_6607|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,112.0,0,43.0,80.0,237.0,0,0,0,0,549.0,477.0
MEG_3891|Metals|Mercury_resistance|Mercury_resistance_protein|MERT,5.0,0,0,8.0,3.0,0,0,0,0,628.0,623.0
MEG_6799|Drugs|betalactams|Class_A_betalactamases|TEM,24.0,0,0,41.0,0,0,266.0,0,0,0,0
MEG_831|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,98.0,0,0,0,0,11.0,0
MEG_6144|Drugs|Aminoglycosides|Aminoglycoside-resistant_30S_ribosomal_protein_S12|RPSL|RequiresSNPConfirmation,85.0,68.0,0,0,104.0,54.0,22.0,0,58.0,185.0,204.0
MEG_7103|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,1786.0,853.0,1664.0,2167.0,2062.0,2177.0,1306.0,0,671.0,113.0,217.0
MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,822.0,527.0,968.0,955.0,801.0,25.0,30.0,0,105.0,88.0,124.0
MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,512.0,0,272.0,551.0,158.0,0,1013.0,0,0,0,0
MEG_3848|Metals|Mercury_resistance|Mercury_resistance_protein|MERB,0,0,0,0,0,0,18.0,0,0,0,0
MEG_6888|Drugs|betalactams|Class_A_betalactamases|TEM,272.0,0,0,298.0,89.0,0,523.0,0,0,0,0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,389.0,0,581.0,1507.0,0,0,0,0,0,68.0,86.0
MEG_2789|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,1086.0,1188.0,1249.0,1228.0,1097.0,63.0,14.0,16.0,660.0,1022.0,1104.0
MEG_4841|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,123.0,133.0
MEG_8642|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|QACAB,0,0,0,0,0,156.0,610.0,0,0,0,0
MEG_8668|Drugs|betalactams|Class_A_betalactamases|ROB,16.0,0,16.0,40.0,27.0,0,0,0,0,0,0
MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,0,0,0,0,0,0,0,0,91.0,84.0
MEG_7066|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,85.0,0,133.0,306.0,80.0,0,0,0,0,699.0,817.0
MEG_4316|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,276.0,0,0,0,2041.0,0,0,0,0,0,0
MEG_7496|Drugs|Glycopeptides|VanB-type_regulator|VANSB,0,30.0,0,0,0,0,0,0,0,0,0
MEG_7215|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3592.0,3502.0,3623.0,3523.0,3601.0,683.0,0,1183.0,3417.0,907.0,1172.0
MEG_3092|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,97.0,85.0
MEG_4416|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,19.0,20.0
MEG_6651|Metals|Copper_resistance|Copper_resistance_protein|TCRA,1932.0,76.0,4030.0,4619.0,4584.0,0,268.0,0,0,1797.0,2431.0
MEG_4730|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,903.0,937.0
MEG_3213|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,0,0,0,102.0,0,0,0,0,0,0
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,3622.0,3458.0,3663.0,3636.0,3638.0,865.0,0,1716.0,3467.0,948.0,1191.0
MEG_8703|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,69.0,0,0,0,0
MEG_886|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,43.0,21.0,0,0,14.0,0,0,18.0,21.0
MEG_5332|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,2010.0,2079.0,2072.0,3582.0,905.0,753.0,3484.0,3967.0,3200.0,88.0,0
MEG_2792|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,381.0,1129.0,1012.0,926.0,328.0,0,0,0,232.0,238.0,432.0
MEG_905|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,119.0,0,0,0,0,0,16.0
MEG_794|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,112.0,74.0,33.0,0,0,0,0,109.0,98.0
MEG_6506|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILP,0,0,702.0,1298.0,0,0,16.0,0,30.0,60.0,70.0
MEG_3253|Biocides|Acid_resistance|Acid_resistance_protein|HDEA,580.0,420.0,562.0,599.0,547.0,205.0,573.0,585.0,551.0,27.0,41.0
MEG_3090|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,30.0,46.0
MEG_4729|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,647.0,613.0
MEG_827|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,60.0,0,0,0,0,12.0,0
MEG_927|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,61.0,39.0,0,0,32.0,0,0,110.0,69.0
MEG_6165|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,380.0,309.0,0,0,0,0,0,0,0
MEG_4787|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,513.0,667.0
MEG_2456|Metals|Copper_resistance|Copper_resistance_protein|CUTC,1078.0,735.0,1031.0,1362.0,811.0,216.0,1305.0,1370.0,1246.0,20.0,28.0
MEG_6879|Drugs|betalactams|Class_A_betalactamases|TEM,138.0,142.0,98.0,201.0,0,95.0,606.0,0,58.0,0,0
MEG_2090|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CORC,637.0,199.0,595.0,986.0,436.0,54.0,559.0,672.0,460.0,0,37.0
MEG_2668|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA,0,0,0,0,0,0,0,0,0,0,132.0
MEG_4320|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,219.0,0,0,0,1928.0,0,0,0,0,0,0
MEG_4306|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,201.0,0,0,0,1781.0,0,0,0,0,0,0
MEG_5086|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,22.0,20.0
MEG_6876|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,55.0,0,0,0,0
MEG_3731|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,0,0,0,0,0,0,0,0,45.0
MEG_2689|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBB,832.0,572.0,794.0,955.0,690.0,204.0,922.0,952.0,850.0,18.0,28.0
MEG_2029|Metals|Copper_resistance|Copper_resistance_protein|COPA,0,0,0,0,0,0,0,0,0,603.0,517.0
MEG_2841|Drugs|MLS|23S_rRNA_methyltransferases|ERMQ,1203.0,259.0,891.0,779.0,1303.0,1020.0,456.0,0,0,0,0
MEG_4842|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,28.0,58.0
